Gene	Gene synonym	Ensembl
NAT8	ATase2, GLA, Hcml1, TSC501	ENSG00000144035
EXOC6B	KIAA0919, SEC15B, SEC15L2	ENSG00000144036
SFXN5	BBG-TCC, SLC56A5	ENSG00000144040
TEX261	MGC32043, TEG-261	ENSG00000144043
DQX1	FLJ23757	ENSG00000144045
DUSP11	PIR1	ENSG00000144048
ST6GAL2	KIAA1877, SIAT2, St6GalII	ENSG00000144057
NPHP1	JBTS4, NPH1, SLSN1	ENSG00000144061
MALL	BENE	ENSG00000144063
THNSL2	FLJ10916, SOFAT, TSH2	ENSG00000144115
RALB		ENSG00000144118
C1QL2	C1QTNF10, CTRP10	ENSG00000144119
TMEM177	MGC10993	ENSG00000144120
NT5DC4		ENSG00000144130
RABL2A		ENSG00000144134
SLC20A1	Glvr-1, GLVR1, PiT-1, PiT1	ENSG00000144136
FBLN7	FLJ37440, TM14	ENSG00000144152
ZC3H8	Fliz1, ZC3HDC8	ENSG00000144161
LIPT1	MGC12290, MGC13378	ENSG00000144182
CNGA3	ACHM2, CCNC1, CCNCa, CNCG3, CNG3	ENSG00000144191
FAHD2B	DKFZp434N062	ENSG00000144199
LYG1	LYGA1, SALW1939	ENSG00000144214
AFF3	LAF4, MLLT2-like	ENSG00000144218
UBXN4	KIAA0242, UBXD2, UBXDC1	ENSG00000144224
NXPH2	NPH2	ENSG00000144227
SPOPL	BTBD33	ENSG00000144228
THSD7B	KIAA1679	ENSG00000144229
GPR17		ENSG00000144230
POLR2D	RPB4	ENSG00000144231
AMMECR1L	MGC4268	ENSG00000144233
GALNT13	GalNAc-T13, KIAA1918	ENSG00000144278
PKP4	p0071	ENSG00000144283
SCN1A	FEB3, GEFSP2, HBSCI, NAC1, Nav1.1, SCN1, SMEI	ENSG00000144285
SLC4A10	NBCn2, NCBE	ENSG00000144290
SCRN3	FLJ23142	ENSG00000144306
LNPK	KIAA1715, LNP, LNP1, Ul	ENSG00000144320
ZNF385B	FLJ25270, ZNF533	ENSG00000144331
TMEFF2	CT120.2, HPP1, TENB2, TPEF, TR	ENSG00000144339
CDCA7	FLJ14736, JPO1	ENSG00000144354
DLX1		ENSG00000144355
UBR3	DKFZp434P117, FLJ37422, KIAA2024, ZNF650	ENSG00000144357
PHOSPHO2	MGC22679	ENSG00000144362
GULP1	CED-6, CED6, GULP	ENSG00000144366
FAM171B	FLJ34104, KIAA1946	ENSG00000144369
HSPD1	GroEL, HSP60, SPG13	ENSG00000144381
CCDC150	FLJ39660	ENSG00000144395
METTL21A	FAM119A, HCA557b, HSPA-KMT, LOC151194	ENSG00000144401
UNC80	C2orf21, FLJ33496, KIAA1843, UNC-80	ENSG00000144406
PTH2R	PTHR2	ENSG00000144407
CPO		ENSG00000144410
NBEAL1	ALS2CR16, ALS2CR17, MGC164581	ENSG00000144426
KANSL1L	C2orf67, FLJ23861, FLJ32349, KIAA1267L, MSL1v2	ENSG00000144445
SPAG16	DKFZp666P1710, FLJ22724, PF20, WDR29	ENSG00000144451
ABCA12	DKFZP434G232, ICR2B, LI2	ENSG00000144452
SUMF1	FGE, UNQ3037	ENSG00000144455
NYAP2	KIAA1486	ENSG00000144460
RHBDD1	DKFZp547E052	ENSG00000144468
ACKR3	CMKOR1, CXCR7, GPR159, RDC1	ENSG00000144476
TRPM8		ENSG00000144481
HES6	bHLHb41	ENSG00000144485
ESPNL	FLJ42568	ENSG00000144488
ANKMY1	FLJ20499, ZMYND13	ENSG00000144504
COPS7B	CSN7B	ENSG00000144524
DIS3L2	FAM6A, FLJ36974, MGC42174	ENSG00000144535
CPNE9	KIAA4217	ENSG00000144550
FANCD2	FA-D2, FACD, FAD, FANCD	ENSG00000144554
TAMM41	C3orf31, DKFZp434E0519, MGC16471	ENSG00000144559
VGLL4	KIAA0121	ENSG00000144560
RAB5A	RAB5	ENSG00000144566
RETREG2	C2orf17, FAM134A, MAG-2, MGC3035	ENSG00000144567
CTDSP1	NLIIF, SCP1	ENSG00000144579
CNOT9	CAF40, CT129, RCD1, RCD1+, RQCD1	ENSG00000144580
MARCHF4	KIAA1399, MARCH-IV, MARCH4, RNF174	ENSG00000144583
STK11IP	KIAA1898, LIP1, LKB1IP, STK11IP1	ENSG00000144589
GMPPA		ENSG00000144591
GRIP2	KIAA1719	ENSG00000144596
EAF1		ENSG00000144597
CNTN4	BIG-2	ENSG00000144619
DYNC1LI1	DNCLI1	ENSG00000144635
RBMS3		ENSG00000144642
GADL1		ENSG00000144644
OSBPL10		ENSG00000144645
POMGNT2	AGO61, C3orf39, FLJ14566, GTDC2	ENSG00000144647
ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	ENSG00000144648
GASK1A	C3orf41, DKFZP434B172, FAM198A	ENSG00000144649
CSRNP1	AXUD1, DKFZp566F164, FAM130B, TAIP-3, URAX1	ENSG00000144655
SLC25A38	FLJ20551	ENSG00000144659
ITGA9	ALPHA-RLC, ITGA4L, RLC	ENSG00000144668
SLC22A14	OCTL2, ORCTL4	ENSG00000144671
GOLGA4	GCP2, GOLG, golgin-240, p230	ENSG00000144674
CTDSPL	C3orf8, HYA22, PSR1, RBSP3, SCP3	ENSG00000144677
STAC	STAC1	ENSG00000144681
IQSEC1	ARF-GEP100, BRAG2, GEP100, KIAA0763	ENSG00000144711
CAND2	KIAA0667, TIP120B, Tp120b	ENSG00000144712
RPL32	L32	ENSG00000144713
PTPRG	PTPG, RPTPG	ENSG00000144724
IL17RD	FLJ35755, IL-17RD, IL17RLM, SEF	ENSG00000144730
SHQ1	FLJ10539, Shq1p	ENSG00000144736
SLC25A26		ENSG00000144741
UBA3	hUba3, NAE2, UBE1C	ENSG00000144744
ARL6IP5	DERP11, GTRAP3-18, HSPC127, JWA, PRAF3, Yip6b	ENSG00000144746
TMF1	ARA160, TMF	ENSG00000144747
LRIG1	DKFZP586O1624, LIG-1, LIG1	ENSG00000144749
LRTM1	HT017	ENSG00000144771
ENSG00000144785		ENSG00000144785
LIMD1		ENSG00000144791
ZNF660	FLJ36870	ENSG00000144792
NFKBIZ	FLJ34463, INAP, MAIL	ENSG00000144802
COL8A1	C3orf7, MGC9568	ENSG00000144810
NXPE3	FAM55C, MGC15606	ENSG00000144815
ADGRG7	FLJ14454, GPR128	ENSG00000144820
MYH15	KIAA1000	ENSG00000144821
PHLDB2	FLJ21791, LL5b, LL5beta	ENSG00000144824
ABHD10	FLJ11342	ENSG00000144827
TAGLN3	NP22, NP25	ENSG00000144834
PLA1A	ps-PLA1	ENSG00000144837
RABL3	MGC23920	ENSG00000144840
ADPRH	ARH1	ENSG00000144843
IGSF11	BT-IgSF, CT119, Igsf13, MGC35227, VSIG3	ENSG00000144847
ATG3	APG3L, DKFZp564M1178, FLJ22125, MGC15201, PC3-96	ENSG00000144848
NR1I2	BXR, ONR1, PAR2, PXR, SXR	ENSG00000144852
BOC	Boi, CDON2	ENSG00000144857
SRPRB	APMCF1, SR-beta	ENSG00000144867
TMEM108	CT124, MGC3040	ENSG00000144868
AGTR1	AG2S, AGTR1A, AGTR1B, AT1, AT1B, AT2R1, AT2R1A, AT2R1B, HAT1R	ENSG00000144891
MED12L	KIAA1635, TNRC11L, TRALP, TRALPUSH	ENSG00000144893
EIF2A	EIF-2A	ENSG00000144895
ALDH1L1	10-fTHF, FDH, FTHFD	ENSG00000144908
OSBPL11	FLJ13012, FLJ13164, ORP-11, ORP11	ENSG00000144909
TRPC1	HTRP-1	ENSG00000144935
NCEH1	AADACL1, KIAA1363, NCEH	ENSG00000144959
SPATA16	NYD-SP12	ENSG00000144962
FAM86B2		ENSG00000145002
LPP		ENSG00000145012
TMEM44	DKFZp686O18124	ENSG00000145014
RUBCN	KIAA0226, rubicon, rundataxin	ENSG00000145016
AMT	GCST, NKH	ENSG00000145020
TCTA		ENSG00000145022
NICN1	MGC12936	ENSG00000145029
UCN2	SRP, UCN-II, UCNI, URP	ENSG00000145040
DCAF1	KIAA0800, MGC102804, VPRBP	ENSG00000145041
MANF	ARMET, ARP	ENSG00000145050
STXBP5L	KIAA1006, LLGL4, tomosyn-2	ENSG00000145087
EAF2	BM040, TRAITS, U19	ENSG00000145088
ILDR1	DFNB42, MGC50831	ENSG00000145103
TM4SF19		ENSG00000145107
MUC4		ENSG00000145113
SLIT2	SLIL3, Slit-2	ENSG00000145147
EIF2B5	EIF-2B, EIF2Bepsilon	ENSG00000145191
AHSG	A2HS, FETUA, HSGA	ENSG00000145192
ECE2	KIAA0604, MGC2408	ENSG00000145194
VWA5B2	DKFZp761K032, LOC90113	ENSG00000145198
DGKQ	DAGK, DAGK4, DAGK7	ENSG00000145214
FIP1L1	DKFZp586K0717, FIP1, hFip1	ENSG00000145216
SLC26A1	EDM4, SAT-1	ENSG00000145217
LYAR	ZC2HC2, ZLYAR	ENSG00000145220
CENPC	CENP-C, CENPC1, hcp-4, MIF2	ENSG00000145241
EPHA5	CEK7, EHK1, Hek7, TYRO4	ENSG00000145242
CORIN	ATC2, CRN, Lrp4, PRSC, TMPRSS10	ENSG00000145244
ATP10D	ATPVD, KIAA1487	ENSG00000145246
OCIAD2	MGC45416	ENSG00000145247
SLC10A4	MGC29802	ENSG00000145248
SLC10A6	SOAT	ENSG00000145283
SCD5	ACOD4, FADS4, FLJ21032, HSCD5, SCD4	ENSG00000145284
PLAC8	C15, onzin	ENSG00000145287
ENOPH1	E1, MASA, mtnC	ENSG00000145293
CABS1	C4orf35, CLPH, FLJ32897, NYD-SP26	ENSG00000145309
GC	DBP, hDBP, VDBP	ENSG00000145321
TRMT10A	MGC27034, RG9MTD2, TRM10	ENSG00000145331
KLHL8	KIAA1378	ENSG00000145332
SNCA	NACP, PARK1, PARK4, PD1	ENSG00000145335
PYURF	PreY	ENSG00000145337
TBCK	HSPC302, MGC16169	ENSG00000145348
CAMK2D	CAMKD	ENSG00000145349
CISD2	ERIS, Miner1, NAF-1, WFS2, ZCD2	ENSG00000145354
DDIT4L	REDD2, Rtp801L	ENSG00000145358
ANK2	CFAP87, FAP87, LQT4	ENSG00000145362
TIFA	MGC20791, T2BP, T6BP, TIFAA	ENSG00000145365
SPATA5	AFG2, SPAF	ENSG00000145375
FABP2	I-FABP	ENSG00000145384
CCNA2	CCN1, CCNA	ENSG00000145386
METTL14	KIAA1627	ENSG00000145388
USP53	KIAA1350	ENSG00000145390
SETD7	KIAA1717, KMT7, SET7, SET7/9, Set9	ENSG00000145391
NAF1		ENSG00000145414
MARCHF1	FLJ20668, MARCH-I, MARCH1, RNF171	ENSG00000145416
SFRP2	FRP-2, SARP1, SDF-5	ENSG00000145423
RPS3A	MFTL, S3A	ENSG00000145425
RNF175	FLJ34190	ENSG00000145428
PDGFC	fallotein, SCDGF	ENSG00000145431
CBR4	FLJ14431, SDR45C1	ENSG00000145439
GLRA3		ENSG00000145451
CYP4V2	CYP4AH1	ENSG00000145476
ROPN1L	ASP, FLJ25776, RSPH11	ENSG00000145491
NDUFS6	CI-13kA	ENSG00000145494
MARCHF6	MARCH-VI, MARCH6, RNF176, TEB4	ENSG00000145495
NKD2	Naked2	ENSG00000145506
CDH18	CDH14, EY-CADHERIN	ENSG00000145526
ADAMTS16	ADAMTS16s	ENSG00000145536
SRD5A1		ENSG00000145545
MYO10	KIAA0799, MyoX	ENSG00000145555
OTULINL	FAM105A, FLJ11127, NET20	ENSG00000145569
RPL37	L37	ENSG00000145592
SKP2	FBL1, FBXL1, p45	ENSG00000145604
OSMR	OSMRB, OSMRbeta	ENSG00000145623
UGT3A1	FLJ34658	ENSG00000145626
PLK2	SNK	ENSG00000145632
SHISAL2B	FAM159B	ENSG00000145642
GZMA	CTLA3, HFSP	ENSG00000145649
PIK3R1	GRB1, p85, p85-ALPHA	ENSG00000145675
HAPLN1	CRTL1	ENSG00000145681
LHFPL2	KIAA0206	ENSG00000145685
SSBP2	HSPC116	ENSG00000145687
BHMT	BHMT1	ENSG00000145692
ANKRD31	FLJ40191	ENSG00000145700
IQGAP2		ENSG00000145703
CRHBP	CRF-BP, CRFBP	ENSG00000145708
RASA1	CM-AVM, GAP, p120, p120GAP, p120RASGAP, RASA	ENSG00000145715
LIX1	C5orf11, Lft	ENSG00000145721
GIN1	FLJ20125, GIN-1, TGIN1, ZH2C2	ENSG00000145723
PPIP5K2	CFAP160, DFNB100, HISPPD1, KIAA0433, VIP2	ENSG00000145725
PAM	PAL, PHM	ENSG00000145730
BDP1	HSA238520, KIAA1241, KIAA1689, TAF3B1, TFC5, TFIIIB150, TFIIIB90, TFNR	ENSG00000145734
GTF2H2	BTF2, BTF2P44, p44, T-BTF2P44, TFIIH	ENSG00000145736
SLC30A5	FLJ12496, FLJ12756, MGC5499, ZnT-5, ZNT5, ZNTL1, ZTL1	ENSG00000145740
BTF3	BTF3a, BTF3b, NACB	ENSG00000145741
FBXL17	DKFZP434C1715, Fbl17, Fbx13, FBXO13	ENSG00000145743
SPATA9	FLJ35906, NYD-SP16	ENSG00000145757
TSLP		ENSG00000145777
TNFAIP8	GG2-1, MDC-3.13, SCC-S2	ENSG00000145779
FEM1C	EUROIMAGE686608, EUROIMAGE783647, FEM1A, KIAA1785	ENSG00000145780
COMMD10	PTD002	ENSG00000145781
ATG12	APG12, APG12L	ENSG00000145782
MEGF10	KIAA1780, SR-F3	ENSG00000145794
ADAMTS19		ENSG00000145808
YIPF5	FinGER5, SMAP-5	ENSG00000145817
ARHGAP26	GRAF, KIAA0621, OPHN1L, OPHN1L1	ENSG00000145819
CXCL14	BMAC, bolekine, BRAK, Kec, KS1, MIP-2g, NJAC, SCYB14	ENSG00000145824
LECT2	chm-II, chm2	ENSG00000145826
SLC25A48	FLJ44862	ENSG00000145832
DDX46	FLJ25329, KIAA0801, Prp5, PRPF5	ENSG00000145833
IL9	HP40, IL-9, P40	ENSG00000145839
TIMD4	TIM4	ENSG00000145850
RNF145	FLJ31951	ENSG00000145860
C1QTNF2	CTRP2	ENSG00000145861
GABRA6		ENSG00000145863
GABRB2		ENSG00000145864
FBXO38	Fbx38, FLJ13962, MOKA, SP329	ENSG00000145868
SPINK7	ECG2, ECRG2	ENSG00000145879
PCYOX1L	MGC3265	ENSG00000145882
GLRA1	STHE	ENSG00000145888
TNIP1	ABIN-1, KIAA0113, NAF1, VAN	ENSG00000145901
G3BP1	G3BP, HDH-VIII	ENSG00000145907
ZNF300		ENSG00000145908
N4BP3	LZTS4	ENSG00000145911
NHP2	FLJ20479, NOLA2	ENSG00000145912
RMND5B	FLJ22318, GID2, GID2B	ENSG00000145916
BOD1	FAM44B	ENSG00000145919
CPLX2	CPX-2, DKFZp547D155	ENSG00000145920
TENM2	KIAA1127, ODZ2, Ten-M2, TEN2	ENSG00000145934
KCNMB1	hslo-beta	ENSG00000145936
FAM50B	D6S2654E, X5L	ENSG00000145945
MYLK4	SgK085	ENSG00000145949
FAM217A	C6orf146, MGC43581	ENSG00000145975
TBC1D7	dJ257A7.3, FLJ32666	ENSG00000145979
FARS2	dJ236A3.1, FARS1, mtPheRS	ENSG00000145982
GFOD1	ADG-90, C6orf114, FLJ20330	ENSG00000145990
CDKAL1	FLJ20342	ENSG00000145996
PSD2	DKFZp761B0514, EFA6C	ENSG00000146005
LRRTM2	KIAA0416	ENSG00000146006
ZMAT2	FLJ31121, hSNU23, Snu23	ENSG00000146007
GFRA3	GFRa-3	ENSG00000146013
KLHL3	KIAA1129	ENSG00000146021
DCDC2	DCDC2A, DFNB66, KIAA1154, NPHP19, RU2	ENSG00000146038
SLC17A4	KIAA2138	ENSG00000146039
H2BC1	bA317E16.3, H2BFU, HIST1H2BA, STBP, TSH2B	ENSG00000146047
TRIM7	GNIP, RNF90	ENSG00000146054
TRIM41	MGC1127, RINCK	ENSG00000146063
HIGD2A	MGC2198, RCF1B	ENSG00000146066
FAM193B	FLJ10404, IRIZIO, KIAA1931	ENSG00000146067
PLA2G7	LDL-PLA2, PAFAH	ENSG00000146070
TNFRSF21	CD358, DR6	ENSG00000146072
RNF44	KIAA1100	ENSG00000146083
MMUT	MCM, MUT	ENSG00000146085
RASGEF1C	FLJ35841	ENSG00000146090
DOK3	FLJ22570	ENSG00000146094
ABT1	Esf2	ENSG00000146109
PPP1R18	KIAA1949, phostensin	ENSG00000146112
DAAM2	KIAA0381, NPHS24	ENSG00000146122
PRIM2	PRIM2A	ENSG00000146143
MLIP	C6orf142, CIP, MGC18257	ENSG00000146147
HMGCLL1	bA418P12.1, DKFZP434G1411	ENSG00000146151
LGSN	GLULD1, LGS	ENSG00000146166
FGD2	ZFYVE4	ENSG00000146192
SCUBE3	CEGF3, FLJ34743	ENSG00000146197
ANO7	IPCA-5, NGEP, PCANAP5, PCANAP5L, TMEM16G	ENSG00000146205
CRIP3	bA480N24.2, TLP, TLP-A	ENSG00000146215
TTBK1	KIAA1855	ENSG00000146216
TCTE1	D6S46, DRC5, FAP155, MGC33600	ENSG00000146221
RPL7L1	dJ475N16.4	ENSG00000146223
NFKBIE	IKBE	ENSG00000146232
CYP39A1		ENSG00000146233
TPBG	5T4, 5T4-AG	ENSG00000146242
IRAK1BP1	AIP70, SIMPL	ENSG00000146243
PHIP	BRWD2, DCAF14, FLJ20705, ndrp, WDR11	ENSG00000146247
PRSS35	C6orf158, dJ223E3.1, MGC46520	ENSG00000146250
MMS22L	C6orf167, dJ39B17.2	ENSG00000146263
FAXC	C6orf168, dJ273F20, MGC2817	ENSG00000146267
GABRR1		ENSG00000146276
PNRC1	B4-2, PROL2, PRR2	ENSG00000146278
PM20D2	ACY1L2, bA63L7.3	ENSG00000146281
RARS2	DALRD2, dJ382I10.6, MGC14993, MGC23778, PRO1992, RARSL	ENSG00000146282
SCML4	dJ47M23.1	ENSG00000146285
TBC1D32	bA57L9.1, BROMI, C6orf170, C6orf171, dJ310J6.1, FLJ30899, FLJ34235	ENSG00000146350
CLVS2	bA160A10.4, C6orf212, C6orf213, RLBP1L2	ENSG00000146352
GPR6		ENSG00000146360
RNF217	C6orf172, dJ84N20.1, IBRDC1, MGC26996	ENSG00000146373
RSPO3	FLJ14440, THSD2	ENSG00000146374
ARHGAP18	bA307O14.2, MacGAP	ENSG00000146376
TAAR2	GPR58	ENSG00000146378
TAAR6	TA4, TRAR4	ENSG00000146383
TAAR8	GPR102, TA5, TAR5, TRAR5	ENSG00000146385
ABRACL	C6orf115, Costars, HSPC280, PRO2013	ENSG00000146386
TAAR1	TA1, TAR1, TRAR1	ENSG00000146399
SLC18B1	C6orf192, dJ55C23.6	ENSG00000146409
MTFR2	DUFD1, FAM54A	ENSG00000146410
SLC2A12	GLUT12, GLUT8	ENSG00000146411
SHPRH	bA545I5.2, FLJ90837, KIAA2023	ENSG00000146414
AIG1	AIG-1, dJ95L4.1, FLJ10485	ENSG00000146416
DYNLT1	TCTEL1, Tctex-1, TCTEX1	ENSG00000146425
TIAM2	STEF	ENSG00000146426
TMEM181	GPR178, KIAA1423	ENSG00000146433
PNLDC1	dJ195P10.2, FLJ40240, Trimmer	ENSG00000146453
WTAP	KIAA0105, MGC3925, Mum2	ENSG00000146457
ZMYM4	KIAA0425, MYM, ZNF198L3, ZNF262	ENSG00000146463
VIP		ENSG00000146469
ARMT1	C6orf211, FLJ12910	ENSG00000146476
SLC22A3	EMT, OCT3	ENSG00000146477
VWDE	FLJ14712	ENSG00000146530
GNA12	gep	ENSG00000146535
C7orf50	MGC11257, YCR016W	ENSG00000146540
SDK1	FLJ31425	ENSG00000146555
CCZ1B	C7orf28B, DKFZP586I1023, H_NH0577018.2, MGC19819	ENSG00000146574
INTS15	C7orf26, MGC2718	ENSG00000146576
RBAK	ZNF769	ENSG00000146587
CREB5	CRE-BPA, H_GS165L15.1	ENSG00000146592
FERD3L	bHLHa31, N-TWIST, NATO3	ENSG00000146618
EGFR	ERBB, ERBB1, ERRP	ENSG00000146648
CDCA5		ENSG00000146670
IGFBP3	BP-53, IBP3	ENSG00000146674
PURB	PURBETA	ENSG00000146676
IGFBP1	AFBP, hIGFBP-1, IBP1, IGF-BP25, PP12	ENSG00000146678
SSC4D	S4D-SRCRB, SRCRB-S4D, SRCRB4D	ENSG00000146700
MDH2		ENSG00000146701
POMZP3	POM-ZP3, POM121	ENSG00000146707
NIPSNAP2	GBAS	ENSG00000146729
CCT6A	CCT6, Cctz, HTR3, TCP20, TCPZ, TTCP20	ENSG00000146731
PSPH	PSP	ENSG00000146733
TRIM50	FLJ32804, TRIM50A	ENSG00000146755
ZNF92	HPF12, TF12	ENSG00000146757
ATXN7L1	ATXN7L4, KIAA1218, MGC33190	ENSG00000146776
TMEM168	DKFZp564C012,FLJ13576	ENSG00000146802
ASB15	FLJ43370	ENSG00000146809
TRAPPC14	C7orf43, FLJ10925, MAP11	ENSG00000146826
SLC12A9	CIP1	ENSG00000146828
GIGYF1	GYF1, PERQ1	ENSG00000146830
TRIM4	RNF87	ENSG00000146833
MEPCE	BCDIN3, FLJ20257	ENSG00000146834
ZAN		ENSG00000146839
TMEM209	FLJ14803, NET31	ENSG00000146842
AGBL3	CCP3, MGC32955	ENSG00000146856
STRA8		ENSG00000146857
ZC3HAV1L	C7orf39, MGC14289	ENSG00000146858
TMEM140	FLJ11000	ENSG00000146859
TLK2	MGC44450, PKU-ALPHA	ENSG00000146872
EPHA1	EPH, EPHT, EPHT1	ENSG00000146904
NOM1	C7orf3, PPP1R113, SGD1	ENSG00000146909
CNPY1		ENSG00000146910
NCAPG2	CAP-G2, FLJ20311, hCAP-G2, LUZP5, MTB	ENSG00000146918
ASB10	GLC1F	ENSG00000146926
NLGN4X	HLNX, KIAA1260, NLGN, NLGN4	ENSG00000146938
SHROOM2	APXL	ENSG00000146950
RAB19	RAB19B	ENSG00000146955
LUC7L2	CGI-59, CGI-74, FLJ10657, H_NH0792N18.3, hLuc7B2, LUC7B2	ENSG00000146963
DENND2A	FAM31D, KIAA1277	ENSG00000146966
CLTRN	NX17, TMEM27	ENSG00000147003
SH3KBP1	CIN85	ENSG00000147010
TMEM47	BCMP1, DKFZp564E153, DKFZP761J17121, TM4SF10, VAB-9	ENSG00000147027
LANCL3	FLJ42925	ENSG00000147036
SYTL5		ENSG00000147041
CASK	CAGH39, FGS4, LIN2, TNRC8	ENSG00000147044
KDM6A	UTX	ENSG00000147050
SPIN2A	DXF34, SPIN2, TDRD25	ENSG00000147059
MSN		ENSG00000147065
AKAP4	AKAP82, CT99, Fsc1, hAKAP82, HI, p82	ENSG00000147081
CCNB3	CYCB3	ENSG00000147082
HDAC8	HDACL1, KDAC8, MRXS6, RPD3, WTS	ENSG00000147099
SLC16A2	AHDS, DXS128, DXS128E, MCT7, MCT8, MRX22, XPCT	ENSG00000147100
DIPK2B	CXorf36, DIA1R, FLJ14103	ENSG00000147113
ZNF157	HZF22	ENSG00000147117
ZNF182	HHZ150, KOX14, Zfp182, ZNF21	ENSG00000147118
CHST7	C6ST-2, C6ST2	ENSG00000147119
KRBOX4	FLJ20344, ZNF673	ENSG00000147121
NDUFB11	ESSS, Np15, NP17.3	ENSG00000147123
ZNF41	MGC8941, MRX89	ENSG00000147124
RAB41		ENSG00000147127
ZMYM3	DXS6673E, KIAA0385, MYM, ZNF198L2, ZNF261	ENSG00000147130
TAF1	BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, NSCL2, TAF2A, TAFII250	ENSG00000147133
GPR174	FKSG79	ENSG00000147138
NONO	NMT55, NRB54, P54, P54NRB, PPP1R114	ENSG00000147140
CCDC120	JM11	ENSG00000147144
LPAR4	GPR23, LPA4, P2RY9, P2Y5-LIKE, P2Y9	ENSG00000147145
EBP	CDPX2, CHO2, CPX, CPXD	ENSG00000147155
AWAT2	DGAT2L4, MFAT	ENSG00000147160
OGT	FLJ23071, HRNT1, MGC22921, O-GLCNAC, OGT1	ENSG00000147162
SNX12		ENSG00000147164
ITGB1BP2	CHORDC3	ENSG00000147166
IL2RG	CD132, CIDX, IMD4, SCIDX1	ENSG00000147168
GCNA	ACRC, NAAR1	ENSG00000147174
ZNF711	CMPX1, dJ75N13.1, MRX65, MRX97, Zfp711, ZNF4, ZNF5, ZNF6	ENSG00000147180
CPXCR1	CT77	ENSG00000147183
DIAPH2	DIA, DIA2, POF, POF2	ENSG00000147202
NXF3		ENSG00000147206
RIPPLY1		ENSG00000147223
PRPS1	CMTX5, DFN2, DFNX1, PPRibP, PRS-I	ENSG00000147224
RADX	CXorf57, FLJ10178, FLJ14191	ENSG00000147231
FRMPD3	KIAA1817, RP5-1070B1.1	ENSG00000147234
HTR2C	5-HT2C, 5HTR2C, HTR1C	ENSG00000147246
DOCK11	ACG, FLJ32122, FLJ43653, ZIZ2	ENSG00000147251
IGSF1	IGCD1, IGDC1, INHBP, KIAA0364, MGC75490, PGSF2	ENSG00000147255
ARHGAP36	FLJ30058	ENSG00000147256
GPC3	DGSX, OCI-5, SDYS, SGB, SGBS, SGBS1	ENSG00000147257
GPR119	GPCR2, hGPCR2	ENSG00000147262
RBMX	hnRNP-G, HNRNPG, RNMX	ENSG00000147274
MCPH1	BRIT1, FLJ12847	ENSG00000147316
MFHAS1	LRRC65, MASL1	ENSG00000147324
FBXO25	FBX25	ENSG00000147364
FATE1	CT43, FATE	ENSG00000147378
MAGEA4	CT1.4, MAGE-41, MAGE-X2, MAGE4, MAGE4A, MAGE4B, MGC21336	ENSG00000147381
NSDHL	H105e3, SDR31E1, XAP104	ENSG00000147383
ZNF185	SCELL	ENSG00000147394
CETN2	CALT, CEN2	ENSG00000147400
RPL10	DXS648, DXS648E, FLJ23544, L10, NOV, QM	ENSG00000147403
CSGALNACT1	ChGn, CSGalNAcT-1, FLJ11264	ENSG00000147408
ATP6V1B2	ATP6B2, HO57, VATB, Vma2, VPP3	ENSG00000147416
CCDC25	FLJ10853	ENSG00000147419
HMBOX1	FLJ21616, HNF1LA, HOT1, PBHNF	ENSG00000147421
CHRNB3		ENSG00000147432
CHRNA6		ENSG00000147434
GNRH1	GNRH, GRH, LHRH	ENSG00000147437
BIN3		ENSG00000147439
DOK2	Dok-2, p56dok-2	ENSG00000147443
SLC25A37	HT015, MFRN, MFRN1, MSCP	ENSG00000147454
CHMP7	MGC29816	ENSG00000147457
DOCK5	FLJ21034	ENSG00000147459
STAR	STARD1	ENSG00000147465
PLPBP	PROSC	ENSG00000147471
ERLIN2	C8orf2, Erlin-2, NET32, SPFH2, SPG18	ENSG00000147475
SNTG1	G1SYN, SYN4	ENSG00000147481
PXDNL	FLJ25471, PMR1	ENSG00000147485
ST18	KIAA0535, NZF-3, NZF3, ZC2H2C3, ZC2HC10, ZNF387	ENSG00000147488
RGS20	RGSZ1, ZGAP1	ENSG00000147509
TACC1		ENSG00000147526
GOLGA7	GCP16, GOLGA3AP1, GOLGA7A, HSPC041	ENSG00000147533
PLPP5	DPPL1, HTPAP, PPAPDC1B	ENSG00000147535
GINS4	MGC14799, SLD5	ENSG00000147536
NSD3	FLJ20353, KMT3F, WHISTLE, WHSC1L1	ENSG00000147548
DNAJC5B	CSP-beta, MGC26226	ENSG00000147570
CRH	CRF, CRH1	ENSG00000147571
TRIM55	MURF-2, RNF29	ENSG00000147573
ADHFE1	FLJ32430	ENSG00000147576
MRPS28	HSPC007, MRP-S28, MRPS35	ENSG00000147586
PMP2	FABP8, M-FABP, MP2	ENSG00000147588
LACTB2	CGI-83	ENSG00000147592
PRDM14		ENSG00000147596
TERF1	PIN2, TRBF1, TRF, TRF1	ENSG00000147601
RPL7	humL7-1, L7	ENSG00000147604
SLC26A7	SUT2	ENSG00000147606
PSKH2		ENSG00000147613
ATP6V0D2	ATP6D2, FLJ38708, VMA6	ENSG00000147614
SYBU	FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL	ENSG00000147642
DPYS	DHPase	ENSG00000147647
MTDH	3D3, AEG-1, LYRIC	ENSG00000147649
